0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	1
66	0
67	4
68	15
69	125
70	308
71	426
72	439
73	467
74	409
75	466
76	457
77	465
78	436
79	474
80	452
81	443
82	459
83	452
84	445
85	425
86	445
87	457
88	423
89	461
90	456
91	435
92	430
93	416
94	432
95	436
96	434
97	405
98	387
99	477
100	410
101	437
102	422
103	428
104	419
105	390
106	424
107	427
108	417
109	455
110	417
111	419
112	433
113	398
114	422
115	445
116	402
117	406
118	421
119	389
120	407
121	398
122	409
123	391
124	392
125	414
126	387
127	414
128	401
129	414
130	425
131	408
132	365
133	362
134	389
135	413
136	376
137	414
138	404
139	402
140	409
141	429
142	406
143	437
144	414
145	425
146	390
147	398
148	386
149	395
150	385
151	388
152	418
153	443
154	444
155	414
156	422
157	410
158	429
159	399
160	372
161	398
162	371
163	348
164	387
165	387
166	398
167	367
168	339
169	375
170	393
171	349
172	387
173	380
174	375
175	355
176	372
177	364
178	398
179	389
180	431
181	399
182	445
183	494
184	520
185	480
186	438
187	463
188	394
189	353
190	365
191	342
192	311
193	313
194	334
195	343
196	304
197	325
198	323
199	303
200	332
201	338
202	318
203	325
204	323
205	306
206	328
207	311
208	335
209	367
210	412
211	483
212	540
213	522
214	429
215	380
216	346
217	383
218	361
219	365
220	362
221	330
222	319
223	270
224	293
225	290
226	265
227	285
228	266
229	297
230	310
231	280
232	288
233	308
234	321
235	311
236	267
237	243
238	271
239	302
240	290
241	259
242	281
243	270
244	313
245	289
246	272
247	270
248	298
249	271
250	296
251	269
252	254
253	272
254	325
255	280
256	297
257	295
258	280
259	288
260	266
261	257
262	276
263	294
264	276
265	299
266	297
267	300
268	284
269	311
270	315
271	282
272	286
273	291
274	297
275	291
276	287
277	302
278	276
279	309
280	302
281	283
282	305
283	351
284	278
285	295
286	304
287	310
288	285
289	303
290	279
291	303
292	292
293	334
294	288
295	302
296	336
297	303
298	332
299	287
300	310
301	316
302	313
303	285
304	302
305	304
306	304
307	310
308	295
309	318
310	346
311	291
312	306
313	329
314	314
315	316
316	321
317	308
318	326
319	351
320	313
321	318
322	309
323	334
324	328
325	343
326	350
327	339
328	344
329	345
330	314
331	329
332	331
333	321
334	318
335	321
336	349
337	348
338	322
339	376
340	323
341	375
342	340
343	377
344	346
345	362
346	326
347	361
348	333
349	389
350	380
351	377
352	402
353	404
354	380
355	423
356	358
357	392
358	397
359	405
360	388
361	384
362	382
363	440
364	458
365	475
366	428
367	429
368	426
369	394
370	407
371	364
372	338
373	364
374	388
375	391
376	413
377	363
378	392
379	400
380	366
381	404
382	396
383	390
384	425
385	396
386	379
387	381
388	408
389	431
390	413
391	391
392	446
393	407
394	462
395	434
396	443
397	442
398	434
399	481
400	429
401	456
402	478
403	469
404	521
405	516
406	524
407	532
408	544
409	534
410	500
411	552
412	599
413	599
414	561
415	578
416	595
417	620
418	583
419	535
420	550
421	553
422	545
423	573
424	535
425	550
426	588
427	598
428	553
429	524
430	548
431	533
432	542
433	546
434	552
435	558
436	559
437	545
438	584
439	568
440	546
441	542
442	597
443	540
444	568
445	578
446	554
447	573
448	507
449	591
450	564
451	542
452	578
453	537
454	581
455	546
456	569
457	596
458	616
459	542
460	545
461	551
462	508
463	537
464	553
465	548
466	536
467	541
468	571
469	575
470	579
471	573
472	562
473	557
474	536
475	559
476	547
477	583
478	581
479	561
480	615
481	549
482	589
483	551
484	560
485	561
486	569
487	562
488	528
489	556
490	571
491	523
492	546
493	550
494	555
495	597
496	526
497	543
498	546
499	559
500	561
501	537
502	509
503	565
504	557
505	540
506	492
507	506
508	546
509	514
510	480
511	523
512	525
513	528
514	462
515	512
516	531
517	496
518	488
519	472
520	532
521	529
522	469
523	478
524	519
525	496
526	521
527	461
528	488
529	499
530	449
531	481
532	510
533	502
