0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	1
69	5
70	31
71	46
72	38
73	51
74	45
75	42
76	38
77	48
78	37
79	40
80	47
81	47
82	39
83	51
84	39
85	51
86	32
87	37
88	41
89	47
90	41
91	36
92	30
93	38
94	42
95	44
96	37
97	36
98	43
99	37
100	28
101	32
102	37
103	35
104	35
105	42
106	34
107	45
108	53
109	44
110	50
111	29
112	39
113	45
114	40
115	25
116	37
117	36
118	35
119	38
120	35
121	33
122	30
123	41
124	41
125	28
126	43
127	37
128	38
129	41
130	36
131	51
132	37
133	36
134	33
135	31
136	27
137	30
138	34
139	36
140	41
141	31
142	39
143	36
144	41
145	29
146	27
147	32
148	32
149	33
150	36
151	29
152	30
153	36
154	22
155	26
156	31
157	29
158	39
159	36
160	26
161	26
162	33
163	33
164	42
165	40
166	35
167	37
168	26
169	34
170	28
171	35
172	34
173	36
174	38
175	31
176	33
177	32
178	39
179	30
180	39
181	36
182	36
183	27
184	41
185	23
186	41
187	35
188	35
189	36
190	34
191	22
192	35
193	34
194	20
195	31
196	31
197	31
198	27
199	23
200	30
201	32
202	40
203	42
204	24
205	26
206	28
207	25
208	33
209	34
210	36
211	33
212	28
213	28
214	29
215	50
216	40
217	28
218	33
219	36
220	36
221	33
222	21
223	36
224	29
225	29
226	39
227	28
228	32
229	39
230	36
231	28
232	25
233	32
234	24
235	29
236	29
237	37
238	38
239	29
240	31
241	28
242	40
243	33
244	32
245	33
246	31
247	38
248	32
249	34
250	44
251	34
252	45
253	35
254	44
255	47
256	35
257	35
258	25
259	35
260	36
261	40
262	44
263	35
264	32
265	29
266	32
267	37
268	43
269	43
270	44
271	33
272	32
273	38
274	47
275	46
276	37
277	39
278	44
279	35
280	48
281	41
282	36
283	44
284	37
285	31
286	40
287	31
288	46
289	42
290	51
291	36
292	48
293	40
294	39
295	44
296	43
297	43
298	41
299	42
300	40
301	47
302	33
303	46
304	53
305	41
306	47
307	47
308	53
309	35
310	49
311	46
312	51
313	44
314	45
315	56
316	34
317	53
318	42
319	46
320	60
321	45
322	53
323	48
324	44
325	48
326	57
327	46
328	51
329	49
330	38
331	49
332	55
333	53
334	54
335	49
336	48
337	46
338	43
339	52
340	67
341	49
342	56
343	46
344	59
345	54
346	55
347	34
348	51
349	55
350	53
351	52
352	55
353	54
354	62
355	60
356	62
357	62
358	57
359	60
360	59
361	64
362	61
363	60
364	77
365	76
366	74
367	76
368	68
369	57
370	62
371	62
372	66
373	58
374	61
375	59
376	56
377	49
378	67
379	64
380	58
381	48
382	49
383	54
384	55
385	65
386	52
387	57
388	74
389	60
390	67
391	57
392	64
393	50
394	72
395	51
396	73
397	66
398	65
399	49
400	50
401	64
402	67
403	49
404	56
405	66
406	70
407	52
408	53
409	52
410	74
411	72
412	63
413	61
414	62
415	66
416	68
417	69
418	62
419	60
420	70
421	45
422	69
423	60
424	68
425	56
426	49
427	69
428	82
429	72
430	71
431	65
432	59
433	63
434	72
435	72
436	67
437	64
438	77
439	60
440	73
441	61
442	70
443	85
444	64
445	82
446	63
447	61
448	51
449	59
450	74
451	56
452	66
453	74
454	67
455	65
456	68
457	87
458	71
459	72
460	71
461	70
462	71
463	58
464	67
465	66
466	61
467	69
468	73
469	65
470	60
471	61
472	68
473	66
474	64
475	70
476	75
477	49
478	63
479	63
480	80
481	52
482	76
483	55
484	82
485	63
486	64
487	72
488	72
489	57
490	71
491	80
492	61
493	58
494	62
495	76
496	73
497	57
498	52
499	62
500	76
501	71
502	67
503	78
504	81
505	78
506	80
507	56
508	70
509	68
510	57
511	72
512	67
513	60
514	64
515	66
516	64
517	58
518	56
519	64
520	70
521	68
522	72
523	73
524	69
525	71
526	64
527	71
528	64
529	69
530	88
531	67
532	57
533	58
